t,o,h,l,c,v,datetime_utc,datetime_est
1788525060000,4409.29,4417.98,4405.53,4412.65,776.0,2026-09-04 12:31:00+00:00,2026-09-04 08:31:00+00:00
1788525120000,4412.54,4412.93,4397.49,4404.0,981.0,2026-09-04 12:32:00+00:00,2026-09-04 08:32:00+00:00
1788525180000,4404.13,4406.34,4400.35,4400.51,292.0,2026-09-04 12:33:00+00:00,2026-09-04 08:33:00+00:00
1788525240000,4404.89,4409.53,4402.6,4403.29,694.0,2026-09-04 12:34:00+00:00,2026-09-04 08:34:00+00:00
1788525300000,4403.25,4403.25,4390.66,4390.83,980.0,2026-09-04 12:35:00+00:00,2026-09-04 08:35:00+00:00
1788525360000,4390.86,4395.38,4385.83,4391.77,884.0,2026-09-04 12:36:00+00:00,2026-09-04 08:36:00+00:00
1788525420000,4391.75,4391.94,4385.65,4387.04,1142.0,2026-09-04 12:37:00+00:00,2026-09-04 08:37:00+00:00
1788525480000,4387.05,4388.64,4384.7,4385.07,737.0,2026-09-04 12:38:00+00:00,2026-09-04 08:38:00+00:00
1788525540000,4392.71,4392.71,4390.15,4391.95,477.0,2026-09-04 12:39:00+00:00,2026-09-04 08:39:00+00:00
1788525600000,4391.85,4394.43,4387.12,4394.43,1407.0,2026-09-04 12:40:00+00:00,2026-09-04 08:40:00+00:00
1788525660000,4394.42,4401.83,4394.42,4401.82,1410.0,2026-09-04 12:41:00+00:00,2026-09-04 08:41:00+00:00
1788525720000,4401.87,4406.5,4401.1,4403.49,1306.0,2026-09-04 12:42:00+00:00,2026-09-04 08:42:00+00:00
1788525780000,4403.45,4404.44,4399.76,4401.19,1259.0,2026-09-04 12:43:00+00:00,2026-09-04 08:43:00+00:00
1788525840000,4401.23,4404.16,4393.94,4393.94,1398.0,2026-09-04 12:44:00+00:00,2026-09-04 08:44:00+00:00
1788525900000,4393.89,4393.89,4388.02,4391.62,1720.0,2026-09-04 12:45:00+00:00,2026-09-04 08:45:00+00:00
1788525960000,4391.59,4391.7,4380.67,4381.48,1549.0,2026-09-04 12:46:00+00:00,2026-09-04 08:46:00+00:00
1788526020000,4381.47,4384.28,4380.17,4382.8,1441.0,2026-09-04 12:47:00+00:00,2026-09-04 08:47:00+00:00
1788526080000,4382.82,4390.47,4382.55,4389.88,1432.0,2026-09-04 12:48:00+00:00,2026-09-04 08:48:00+00:00
1788526140000,4389.92,4397.68,4388.88,4397.25,1732.0,2026-09-04 12:49:00+00:00,2026-09-04 08:49:00+00:00
1788526200000,4397.27,4400.03,4395.74,4397.87,1444.0,2026-09-04 12:50:00+00:00,2026-09-04 08:50:00+00:00
1788526260000,4397.88,4402.88,4395.4,4402.0,1369.0,2026-09-04 12:51:00+00:00,2026-09-04 08:51:00+00:00
1788526320000,4401.96,4405.78,4401.43,4404.11,1219.0,2026-09-04 12:52:00+00:00,2026-09-04 08:52:00+00:00
1788526380000,4404.12,4408.64,4401.47,4408.31,1165.0,2026-09-04 12:53:00+00:00,2026-09-04 08:53:00+00:00
1788526440000,4408.33,4409.95,4404.75,4406.04,1130.0,2026-09-04 12:54:00+00:00,2026-09-04 08:54:00+00:00
1788526500000,4406.01,4409.09,4405.68,4407.04,1224.0,2026-09-04 12:55:00+00:00,2026-09-04 08:55:00+00:00
1788526560000,4407.03,4407.09,4403.2,4404.99,1412.0,2026-09-04 12:56:00+00:00,2026-09-04 08:56:00+00:00
1788526620000,4404.97,4405.14,4399.19,4400.83,1281.0,2026-09-04 12:57:00+00:00,2026-09-04 08:57:00+00:00
1788526680000,4400.85,4405.31,4400.81,4403.5,1266.0,2026-09-04 12:58:00+00:00,2026-09-04 08:58:00+00:00
1788526740000,4403.51,4403.73,4392.54,4393.83,1335.0,2026-09-04 12:59:00+00:00,2026-09-04 08:59:00+00:00
1788526800000,4393.85,4394.7,4366.78,4366.78,2096.0,2026-09-04 13:00:00+00:00,2026-09-04 09:00:00+00:00
1788526860000,4366.8,4377.63,4365.65,4376.83,1762.0,2026-09-04 13:01:00+00:00,2026-09-04 09:01:00+00:00
1788526920000,4376.82,4385.5,4376.54,4385.44,1462.0,2026-09-04 13:02:00+00:00,2026-09-04 09:02:00+00:00
1788526980000,4385.43,4386.88,4381.76,4386.88,1335.0,2026-09-04 13:03:00+00:00,2026-09-04 09:03:00+00:00
1788527040000,4386.9,4387.64,4379.08,4379.27,1265.0,2026-09-04 13:04:00+00:00,2026-09-04 09:04:00+00:00
1788527100000,4379.28,4382.51,4376.0,4379.3,1214.0,2026-09-04 13:05:00+00:00,2026-09-04 09:05:00+00:00
1788527160000,4379.25,4382.97,4377.75,4381.47,1322.0,2026-09-04 13:06:00+00:00,2026-09-04 09:06:00+00:00
1788527220000,4381.44,4385.69,4381.44,4385.69,1163.0,2026-09-04 13:07:00+00:00,2026-09-04 09:07:00+00:00
1788527280000,4385.65,4386.54,4382.91,4385.87,1219.0,2026-09-04 13:08:00+00:00,2026-09-04 09:08:00+00:00
1788527340000,4385.86,4390.13,4385.4,4388.18,1078.0,2026-09-04 13:09:00+00:00,2026-09-04 09:09:00+00:00
1788527400000,4388.19,4389.84,4382.25,4383.97,1225.0,2026-09-04 13:10:00+00:00,2026-09-04 09:10:00+00:00
1788527460000,4384.0,4389.11,4384.0,4388.92,1103.0,2026-09-04 13:11:00+00:00,2026-09-04 09:11:00+00:00
1788527520000,4388.93,4390.67,4387.28,4389.8,1117.0,2026-09-04 13:12:00+00:00,2026-09-04 09:12:00+00:00
1788527580000,4389.81,4393.62,4389.68,4390.86,1119.0,2026-09-04 13:13:00+00:00,2026-09-04 09:13:00+00:00
1788527640000,4390.85,4394.34,4386.94,4394.3,1136.0,2026-09-04 13:14:00+00:00,2026-09-04 09:14:00+00:00
1788527700000,4394.27,4395.36,4392.74,4394.5,1153.0,2026-09-04 13:15:00+00:00,2026-09-04 09:15:00+00:00
1788527760000,4394.48,4399.99,4394.4,4398.69,1155.0,2026-09-04 13:16:00+00:00,2026-09-04 09:16:00+00:00
1788527820000,4398.69,4399.02,4392.25,4392.25,1074.0,2026-09-04 13:17:00+00:00,2026-09-04 09:17:00+00:00
1788527880000,4392.24,4396.13,4391.44,4394.7,1066.0,2026-09-04 13:18:00+00:00,2026-09-04 09:18:00+00:00
1788527940000,4394.71,4399.0,4394.37,4398.81,930.0,2026-09-04 13:19:00+00:00,2026-09-04 09:19:00+00:00
1788528000000,4398.8,4400.99,4397.71,4400.56,916.0,2026-09-04 13:20:00+00:00,2026-09-04 09:20:00+00:00
1788528060000,4400.58,4400.75,4397.72,4398.7,967.0,2026-09-04 13:21:00+00:00,2026-09-04 09:21:00+00:00
1788528120000,4398.69,4401.08,4396.99,4397.09,1109.0,2026-09-04 13:22:00+00:00,2026-09-04 09:22:00+00:00
1788528180000,4397.08,4404.14,4397.05,4403.55,905.0,2026-09-04 13:23:00+00:00,2026-09-04 09:23:00+00:00
1788528240000,4403.54,4407.14,4402.34,4405.24,998.0,2026-09-04 13:24:00+00:00,2026-09-04 09:24:00+00:00
1788528300000,4405.2,4407.39,4404.31,4407.23,890.0,2026-09-04 13:25:00+00:00,2026-09-04 09:25:00+00:00
1788528360000,4407.24,4407.9,4405.59,4406.74,830.0,2026-09-04 13:26:00+00:00,2026-09-04 09:26:00+00:00
1788528420000,4406.75,4409.11,4406.65,4407.49,884.0,2026-09-04 13:27:00+00:00,2026-09-04 09:27:00+00:00
1788528480000,4407.52,4411.07,4406.52,4410.91,1096.0,2026-09-04 13:28:00+00:00,2026-09-04 09:28:00+00:00
1788528540000,4410.92,4414.58,4409.87,4412.55,1115.0,2026-09-04 13:29:00+00:00,2026-09-04 09:29:00+00:00
1788528600000,4412.57,4418.07,4412.11,4417.94,1058.0,2026-09-04 13:30:00+00:00,2026-09-04 09:30:00+00:00
1788528660000,4417.92,4418.39,4415.95,4416.44,770.0,2026-09-04 13:31:00+00:00,2026-09-04 09:31:00+00:00
1788528720000,4416.46,4417.22,4414.03,4414.23,786.0,2026-09-04 13:32:00+00:00,2026-09-04 09:32:00+00:00
1788528780000,4414.23,4419.19,4414.02,4417.0,1018.0,2026-09-04 13:33:00+00:00,2026-09-04 09:33:00+00:00
1788528840000,4417.14,4420.52,4416.54,4418.59,930.0,2026-09-04 13:34:00+00:00,2026-09-04 09:34:00+00:00
1788528960000,4411.85,4412.28,4409.56,4409.57,767.0,2026-09-04 13:36:00+00:00,2026-09-04 09:36:00+00:00
1788529020000,4409.55,4411.86,4408.32,4411.6,910.0,2026-09-04 13:37:00+00:00,2026-09-04 09:37:00+00:00
1788529080000,4411.58,4416.32,4411.08,4414.81,799.0,2026-09-04 13:38:00+00:00,2026-09-04 09:38:00+00:00
1788529140000,4414.79,4415.02,4410.22,4410.73,864.0,2026-09-04 13:39:00+00:00,2026-09-04 09:39:00+00:00
1788529200000,4410.72,4413.35,4409.43,4409.51,848.0,2026-09-04 13:40:00+00:00,2026-09-04 09:40:00+00:00
1788529260000,4409.51,4409.73,4405.32,4407.82,765.0,2026-09-04 13:41:00+00:00,2026-09-04 09:41:00+00:00
1788529320000,4415.46,4415.75,4415.34,4415.75,21.0,2026-09-04 13:42:00+00:00,2026-09-04 09:42:00+00:00
1788529380000,4415.83,4422.58,4415.82,4422.29,852.0,2026-09-04 13:43:00+00:00,2026-09-04 09:43:00+00:00
1788529440000,4422.32,4422.41,4416.74,4420.6,1042.0,2026-09-04 13:44:00+00:00,2026-09-04 09:44:00+00:00
1788529500000,4420.62,4424.19,4419.07,4423.19,978.0,2026-09-04 13:45:00+00:00,2026-09-04 09:45:00+00:00
1788529560000,4423.15,4424.57,4419.28,4419.33,602.0,2026-09-04 13:46:00+00:00,2026-09-04 09:46:00+00:00
1788529620000,4419.34,4421.67,4418.49,4421.45,622.0,2026-09-04 13:47:00+00:00,2026-09-04 09:47:00+00:00
1788529680000,4421.46,4421.49,4420.28,4421.03,86.0,2026-09-04 13:48:00+00:00,2026-09-04 09:48:00+00:00
1788529740000,4431.09,4431.09,4428.29,4428.71,653.0,2026-09-04 13:49:00+00:00,2026-09-04 09:49:00+00:00
1788529800000,4428.7,4431.33,4428.27,4430.41,788.0,2026-09-04 13:50:00+00:00,2026-09-04 09:50:00+00:00
1788529860000,4430.42,4430.57,4427.25,4428.17,688.0,2026-09-04 13:51:00+00:00,2026-09-04 09:51:00+00:00
1788529920000,4428.16,4429.97,4425.63,4429.69,1043.0,2026-09-04 13:52:00+00:00,2026-09-04 09:52:00+00:00
1788529980000,4429.67,4431.53,4423.58,4425.39,1016.0,2026-09-04 13:53:00+00:00,2026-09-04 09:53:00+00:00
1788530040000,4425.4,4426.14,4421.92,4422.03,878.0,2026-09-04 13:54:00+00:00,2026-09-04 09:54:00+00:00
1788530100000,4422.0,4426.28,4421.75,4425.72,690.0,2026-09-04 13:55:00+00:00,2026-09-04 09:55:00+00:00
1788530160000,4425.65,4425.71,4421.08,4423.57,958.0,2026-09-04 13:56:00+00:00,2026-09-04 09:56:00+00:00
1788530220000,4423.55,4426.9,4422.01,4426.08,1333.0,2026-09-04 13:57:00+00:00,2026-09-04 09:57:00+00:00
1788530280000,4425.98,4426.84,4415.17,4415.27,2230.0,2026-09-04 13:58:00+00:00,2026-09-04 09:58:00+00:00
1788530340000,4415.23,4416.21,4413.18,4413.21,1228.0,2026-09-04 13:59:00+00:00,2026-09-04 09:59:00+00:00
1788530400000,4413.24,4417.61,4412.5,4417.4,1277.0,2026-09-04 14:00:00+00:00,2026-09-04 10:00:00+00:00
1788530460000,4417.43,4418.42,4413.81,4417.88,1099.0,2026-09-04 14:01:00+00:00,2026-09-04 10:01:00+00:00
1788530520000,4417.89,4419.97,4414.41,4414.86,1019.0,2026-09-04 14:02:00+00:00,2026-09-04 10:02:00+00:00
1788530580000,4414.86,4417.84,4412.08,4416.63,898.0,2026-09-04 14:03:00+00:00,2026-09-04 10:03:00+00:00
1788530640000,4416.64,4420.7,4414.79,4420.7,994.0,2026-09-04 14:04:00+00:00,2026-09-04 10:04:00+00:00
1788530700000,4420.72,4422.84,4420.17,4421.45,1059.0,2026-09-04 14:05:00+00:00,2026-09-04 10:05:00+00:00
1788530760000,4421.49,4423.04,4415.92,4419.63,1091.0,2026-09-04 14:06:00+00:00,2026-09-04 10:06:00+00:00
1788530820000,4419.6,4424.68,4418.49,4422.85,1144.0,2026-09-04 14:07:00+00:00,2026-09-04 10:07:00+00:00
1788530880000,4422.85,4424.96,4422.84,4424.32,662.0,2026-09-04 14:08:00+00:00,2026-09-04 10:08:00+00:00
1788530940000,4424.34,4427.24,4423.24,4423.26,777.0,2026-09-04 14:09:00+00:00,2026-09-04 10:09:00+00:00
1788531000000,4423.25,4424.16,4421.89,4422.66,883.0,2026-09-04 14:10:00+00:00,2026-09-04 10:10:00+00:00
1788531060000,4422.67,4424.25,4420.29,4423.18,1055.0,2026-09-04 14:11:00+00:00,2026-09-04 10:11:00+00:00
1788531120000,4423.2,4423.2,4419.36,4419.81,875.0,2026-09-04 14:12:00+00:00,2026-09-04 10:12:00+00:00
1788531180000,4419.82,4423.94,4419.26,4421.07,870.0,2026-09-04 14:13:00+00:00,2026-09-04 10:13:00+00:00
1788531240000,4421.06,4428.98,4420.2,4428.95,968.0,2026-09-04 14:14:00+00:00,2026-09-04 10:14:00+00:00
1788531300000,4428.95,4435.1,4428.77,4433.0,1356.0,2026-09-04 14:15:00+00:00,2026-09-04 10:15:00+00:00
1788531360000,4432.96,4437.04,4431.56,4434.17,1415.0,2026-09-04 14:16:00+00:00,2026-09-04 10:16:00+00:00
1788531420000,4434.18,4434.52,4432.83,4432.83,778.0,2026-09-04 14:17:00+00:00,2026-09-04 10:17:00+00:00
1788531480000,4432.76,4435.24,4430.94,4431.41,1249.0,2026-09-04 14:18:00+00:00,2026-09-04 10:18:00+00:00
1788531540000,4431.42,4434.15,4429.0,4434.11,1634.0,2026-09-04 14:19:00+00:00,2026-09-04 10:19:00+00:00
1788531600000,4433.97,4434.88,4431.53,4431.97,1469.0,2026-09-04 14:20:00+00:00,2026-09-04 10:20:00+00:00
1788531660000,4431.99,4432.84,4430.62,4432.81,1396.0,2026-09-04 14:21:00+00:00,2026-09-04 10:21:00+00:00
1788531720000,4432.82,4434.74,4430.3,4434.61,874.0,2026-09-04 14:22:00+00:00,2026-09-04 10:22:00+00:00
1788531780000,4434.78,4435.67,4428.96,4430.44,1033.0,2026-09-04 14:23:00+00:00,2026-09-04 10:23:00+00:00
1788531840000,4430.43,4433.03,4429.01,4429.11,1126.0,2026-09-04 14:24:00+00:00,2026-09-04 10:24:00+00:00
1788531900000,4429.12,4436.8,4426.73,4436.5,1657.0,2026-09-04 14:25:00+00:00,2026-09-04 10:25:00+00:00
1788531960000,4436.47,4437.41,4430.06,4432.02,1389.0,2026-09-04 14:26:00+00:00,2026-09-04 10:26:00+00:00
1788532020000,4432.02,4433.33,4431.58,4431.67,799.0,2026-09-04 14:27:00+00:00,2026-09-04 10:27:00+00:00
1788532080000,4431.68,4432.87,4430.47,4431.45,887.0,2026-09-04 14:28:00+00:00,2026-09-04 10:28:00+00:00
1788532140000,4431.45,4432.64,4429.0,4429.14,1052.0,2026-09-04 14:29:00+00:00,2026-09-04 10:29:00+00:00
1788532200000,4429.16,4433.01,4429.12,4432.1,1079.0,2026-09-04 14:30:00+00:00,2026-09-04 10:30:00+00:00
1788532260000,4432.1,4436.62,4431.72,4436.62,977.0,2026-09-04 14:31:00+00:00,2026-09-04 10:31:00+00:00
1788532320000,4436.61,4439.25,4434.09,4434.92,974.0,2026-09-04 14:32:00+00:00,2026-09-04 10:32:00+00:00
1788532380000,4434.94,4438.63,4433.85,4438.29,957.0,2026-09-04 14:33:00+00:00,2026-09-04 10:33:00+00:00
1788532440000,4438.3,4439.94,4437.8,4439.64,873.0,2026-09-04 14:34:00+00:00,2026-09-04 10:34:00+00:00
1788532500000,4439.65,4442.35,4439.22,4441.51,903.0,2026-09-04 14:35:00+00:00,2026-09-04 10:35:00+00:00
1788532560000,4441.45,4441.45,4432.19,4432.44,1049.0,2026-09-04 14:36:00+00:00,2026-09-04 10:36:00+00:00
1788532620000,4432.43,4433.14,4430.59,4430.7,932.0,2026-09-04 14:37:00+00:00,2026-09-04 10:37:00+00:00
1788532680000,4430.71,4432.33,4429.31,4431.66,931.0,2026-09-04 14:38:00+00:00,2026-09-04 10:38:00+00:00
1788532740000,4431.65,4431.65,4428.62,4429.68,797.0,2026-09-04 14:39:00+00:00,2026-09-04 10:39:00+00:00
1788532800000,4429.66,4431.35,4428.37,4428.95,1026.0,2026-09-04 14:40:00+00:00,2026-09-04 10:40:00+00:00
1788532860000,4428.97,4430.73,4428.0,4430.2,876.0,2026-09-04 14:41:00+00:00,2026-09-04 10:41:00+00:00
1788532920000,4430.24,4432.59,4426.74,4426.87,919.0,2026-09-04 14:42:00+00:00,2026-09-04 10:42:00+00:00
1788532980000,4426.89,4427.86,4425.46,4427.57,997.0,2026-09-04 14:43:00+00:00,2026-09-04 10:43:00+00:00
1788533040000,4427.58,4429.79,4427.46,4428.94,865.0,2026-09-04 14:44:00+00:00,2026-09-04 10:44:00+00:00
1788533100000,4429.01,4431.32,4428.75,4429.75,868.0,2026-09-04 14:45:00+00:00,2026-09-04 10:45:00+00:00
1788533160000,4429.78,4432.15,4427.56,4427.89,991.0,2026-09-04 14:46:00+00:00,2026-09-04 10:46:00+00:00
1788533220000,4427.88,4427.88,4422.75,4425.34,1059.0,2026-09-04 14:47:00+00:00,2026-09-04 10:47:00+00:00
1788533280000,4425.34,4428.83,4424.98,4428.1,924.0,2026-09-04 14:48:00+00:00,2026-09-04 10:48:00+00:00
1788533340000,4428.14,4429.93,4427.23,4428.11,922.0,2026-09-04 14:49:00+00:00,2026-09-04 10:49:00+00:00
1788533400000,4428.1,4428.74,4425.8,4427.95,944.0,2026-09-04 14:50:00+00:00,2026-09-04 10:50:00+00:00
1788533460000,4427.94,4428.76,4424.25,4424.85,886.0,2026-09-04 14:51:00+00:00,2026-09-04 10:51:00+00:00
1788533520000,4424.79,4424.88,4420.81,4422.85,1132.0,2026-09-04 14:52:00+00:00,2026-09-04 10:52:00+00:00
1788533580000,4422.83,4423.82,4422.13,4422.61,901.0,2026-09-04 14:53:00+00:00,2026-09-04 10:53:00+00:00
1788533640000,4422.63,4422.74,4417.51,4417.73,1000.0,2026-09-04 14:54:00+00:00,2026-09-04 10:54:00+00:00
1788533700000,4417.74,4422.8,4417.23,4421.88,988.0,2026-09-04 14:55:00+00:00,2026-09-04 10:55:00+00:00
1788533760000,4421.89,4423.97,4421.86,4422.87,932.0,2026-09-04 14:56:00+00:00,2026-09-04 10:56:00+00:00
1788533820000,4422.86,4425.38,4422.64,4424.99,754.0,2026-09-04 14:57:00+00:00,2026-09-04 10:57:00+00:00
1788533880000,4425.03,4428.68,4423.82,4428.61,706.0,2026-09-04 14:58:00+00:00,2026-09-04 10:58:00+00:00
1788533940000,4428.65,4429.95,4427.08,4427.55,818.0,2026-09-04 14:59:00+00:00,2026-09-04 10:59:00+00:00
1788534000000,4427.57,4428.0,4425.75,4426.21,886.0,2026-09-04 15:00:00+00:00,2026-09-04 11:00:00+00:00
1788534060000,4426.21,4426.27,4423.42,4424.72,920.0,2026-09-04 15:01:00+00:00,2026-09-04 11:01:00+00:00
1788534120000,4424.72,4426.15,4422.82,4424.4,883.0,2026-09-04 15:02:00+00:00,2026-09-04 11:02:00+00:00
1788534180000,4424.41,4425.07,4423.3,4423.75,743.0,2026-09-04 15:03:00+00:00,2026-09-04 11:03:00+00:00
1788534240000,4423.74,4430.83,4423.61,4430.02,866.0,2026-09-04 15:04:00+00:00,2026-09-04 11:04:00+00:00
1788534300000,4429.99,4433.74,4429.8,4433.44,809.0,2026-09-04 15:05:00+00:00,2026-09-04 11:05:00+00:00
1788534360000,4433.47,4434.93,4431.67,4434.1,909.0,2026-09-04 15:06:00+00:00,2026-09-04 11:06:00+00:00
1788534420000,4434.1,4439.31,4434.04,4438.67,747.0,2026-09-04 15:07:00+00:00,2026-09-04 11:07:00+00:00
1788534480000,4438.67,4439.3,4434.16,4434.52,785.0,2026-09-04 15:08:00+00:00,2026-09-04 11:08:00+00:00
1788534540000,4434.52,4436.82,4434.13,4436.8,770.0,2026-09-04 15:09:00+00:00,2026-09-04 11:09:00+00:00
1788534600000,4436.81,4436.99,4434.78,4435.54,858.0,2026-09-04 15:10:00+00:00,2026-09-04 11:10:00+00:00
1788534660000,4435.54,4438.22,4435.54,4436.37,764.0,2026-09-04 15:11:00+00:00,2026-09-04 11:11:00+00:00
1788534720000,4436.34,4438.31,4435.87,4437.95,686.0,2026-09-04 15:12:00+00:00,2026-09-04 11:12:00+00:00
1788534780000,4437.97,4439.4,4437.11,4437.51,676.0,2026-09-04 15:13:00+00:00,2026-09-04 11:13:00+00:00
1788534840000,4437.52,4443.67,4437.52,4443.45,762.0,2026-09-04 15:14:00+00:00,2026-09-04 11:14:00+00:00
1788534900000,4443.44,4445.54,4441.1,4445.24,863.0,2026-09-04 15:15:00+00:00,2026-09-04 11:15:00+00:00
1788534960000,4445.24,4445.35,4442.69,4445.26,788.0,2026-09-04 15:16:00+00:00,2026-09-04 11:16:00+00:00
1788535020000,4445.22,4446.05,4443.42,4445.46,818.0,2026-09-04 15:17:00+00:00,2026-09-04 11:17:00+00:00
1788535080000,4445.46,4446.5,4444.83,4446.3,740.0,2026-09-04 15:18:00+00:00,2026-09-04 11:18:00+00:00
1788535140000,4446.32,4448.68,4446.23,4448.08,773.0,2026-09-04 15:19:00+00:00,2026-09-04 11:19:00+00:00
1788535200000,4448.08,4448.91,4446.16,4447.4,883.0,2026-09-04 15:20:00+00:00,2026-09-04 11:20:00+00:00
1788535260000,4447.42,4448.8,4445.97,4447.17,832.0,2026-09-04 15:21:00+00:00,2026-09-04 11:21:00+00:00
1788535320000,4447.18,4449.02,4444.76,4445.34,838.0,2026-09-04 15:22:00+00:00,2026-09-04 11:22:00+00:00
1788535380000,4445.35,4445.46,4441.21,4441.22,723.0,2026-09-04 15:23:00+00:00,2026-09-04 11:23:00+00:00
1788535440000,4441.23,4443.92,4440.32,4442.99,794.0,2026-09-04 15:24:00+00:00,2026-09-04 11:24:00+00:00
1788535500000,4443.0,4446.11,4442.74,4445.48,767.0,2026-09-04 15:25:00+00:00,2026-09-04 11:25:00+00:00
1788535560000,4445.49,4445.49,4442.78,4442.8,677.0,2026-09-04 15:26:00+00:00,2026-09-04 11:26:00+00:00
1788535620000,4442.79,4443.38,4439.69,4440.45,794.0,2026-09-04 15:27:00+00:00,2026-09-04 11:27:00+00:00
1788535680000,4440.46,4441.25,4439.81,4440.65,705.0,2026-09-04 15:28:00+00:00,2026-09-04 11:28:00+00:00
1788535740000,4440.68,4441.78,4439.91,4439.93,698.0,2026-09-04 15:29:00+00:00,2026-09-04 11:29:00+00:00
1788535800000,4439.92,4442.95,4439.13,4442.95,802.0,2026-09-04 15:30:00+00:00,2026-09-04 11:30:00+00:00
1788535860000,4442.94,4444.39,4441.09,4442.25,773.0,2026-09-04 15:31:00+00:00,2026-09-04 11:31:00+00:00
1788535920000,4442.27,4442.43,4439.48,4439.63,729.0,2026-09-04 15:32:00+00:00,2026-09-04 11:32:00+00:00
1788535980000,4439.64,4442.51,4438.48,4441.99,746.0,2026-09-04 15:33:00+00:00,2026-09-04 11:33:00+00:00
1788536040000,4442.06,4442.29,4438.7,4439.83,799.0,2026-09-04 15:34:00+00:00,2026-09-04 11:34:00+00:00
1788536100000,4439.84,4440.22,4438.59,4438.91,737.0,2026-09-04 15:35:00+00:00,2026-09-04 11:35:00+00:00
1788536160000,4438.9,4439.16,4437.45,4438.75,640.0,2026-09-04 15:36:00+00:00,2026-09-04 11:36:00+00:00
1788536220000,4438.79,4440.25,4437.63,4438.71,621.0,2026-09-04 15:37:00+00:00,2026-09-04 11:37:00+00:00
1788536280000,4438.76,4439.9,4438.76,4439.59,584.0,2026-09-04 15:38:00+00:00,2026-09-04 11:38:00+00:00
1788536340000,4439.69,4441.16,4438.08,4438.09,579.0,2026-09-04 15:39:00+00:00,2026-09-04 11:39:00+00:00
1788536400000,4438.08,4438.98,4436.7,4438.27,611.0,2026-09-04 15:40:00+00:00,2026-09-04 11:40:00+00:00
1788536460000,4438.26,4444.14,4438.05,4443.86,650.0,2026-09-04 15:41:00+00:00,2026-09-04 11:41:00+00:00
1788536520000,4443.87,4446.64,4443.02,4443.06,741.0,2026-09-04 15:42:00+00:00,2026-09-04 11:42:00+00:00
1788536580000,4443.07,4443.49,4442.29,4442.45,577.0,2026-09-04 15:43:00+00:00,2026-09-04 11:43:00+00:00
1788536640000,4442.42,4442.97,4441.61,4442.94,581.0,2026-09-04 15:44:00+00:00,2026-09-04 11:44:00+00:00
1788536700000,4442.93,4443.99,4442.57,4443.91,501.0,2026-09-04 15:45:00+00:00,2026-09-04 11:45:00+00:00
1788536760000,4443.92,4444.28,4442.23,4443.49,639.0,2026-09-04 15:46:00+00:00,2026-09-04 11:46:00+00:00
1788536820000,4443.46,4443.75,4442.86,4442.88,549.0,2026-09-04 15:47:00+00:00,2026-09-04 11:47:00+00:00
1788536880000,4442.89,4445.07,4442.07,4444.23,665.0,2026-09-04 15:48:00+00:00,2026-09-04 11:48:00+00:00
1788536940000,4444.28,4444.88,4441.85,4443.9,582.0,2026-09-04 15:49:00+00:00,2026-09-04 11:49:00+00:00
1788537000000,4443.89,4445.3,4443.48,4445.19,549.0,2026-09-04 15:50:00+00:00,2026-09-04 11:50:00+00:00
1788537060000,4445.15,4446.11,4444.57,4444.87,557.0,2026-09-04 15:51:00+00:00,2026-09-04 11:51:00+00:00
1788537120000,4444.86,4444.98,4442.4,4443.1,624.0,2026-09-04 15:52:00+00:00,2026-09-04 11:52:00+00:00
1788537180000,4443.15,4443.75,4439.75,4441.49,664.0,2026-09-04 15:53:00+00:00,2026-09-04 11:53:00+00:00
1788537240000,4441.49,4441.65,4439.33,4439.4,528.0,2026-09-04 15:54:00+00:00,2026-09-04 11:54:00+00:00
1788537300000,4439.41,4441.22,4439.41,4440.75,486.0,2026-09-04 15:55:00+00:00,2026-09-04 11:55:00+00:00
1788537360000,4440.71,4440.87,4437.25,4437.54,557.0,2026-09-04 15:56:00+00:00,2026-09-04 11:56:00+00:00
1788537420000,4437.53,4437.93,4436.03,4436.42,539.0,2026-09-04 15:57:00+00:00,2026-09-04 11:57:00+00:00
1788537480000,4436.43,4437.58,4435.7,4436.2,531.0,2026-09-04 15:58:00+00:00,2026-09-04 11:58:00+00:00
1788537540000,4436.19,4437.45,4436.0,4436.72,565.0,2026-09-04 15:59:00+00:00,2026-09-04 11:59:00+00:00
1788537600000,4436.69,4440.13,4436.39,4440.02,673.0,2026-09-04 16:00:00+00:00,2026-09-04 12:00:00+00:00
1788537660000,4440.04,4440.26,4437.39,4438.25,593.0,2026-09-04 16:01:00+00:00,2026-09-04 12:01:00+00:00
1788537720000,4438.26,4438.76,4437.55,4438.41,442.0,2026-09-04 16:02:00+00:00,2026-09-04 12:02:00+00:00
1788537780000,4438.38,4438.95,4437.12,4438.42,470.0,2026-09-04 16:03:00+00:00,2026-09-04 12:03:00+00:00
1788537840000,4438.35,4439.9,4438.05,4439.59,483.0,2026-09-04 16:04:00+00:00,2026-09-04 12:04:00+00:00
1788537900000,4439.61,4440.41,4438.63,4439.93,526.0,2026-09-04 16:05:00+00:00,2026-09-04 12:05:00+00:00
1788537960000,4439.91,4439.97,4434.44,4435.86,724.0,2026-09-04 16:06:00+00:00,2026-09-04 12:06:00+00:00
1788538020000,4435.85,4436.84,4435.02,4435.36,585.0,2026-09-04 16:07:00+00:00,2026-09-04 12:07:00+00:00
1788538080000,4435.35,4436.63,4435.11,4435.68,617.0,2026-09-04 16:08:00+00:00,2026-09-04 12:08:00+00:00
